condition,fold,length,id,N_20nt,N_30nt,Time
wt_15mM_salt,0,70,90,0,0,1800.0
wt_15mM_salt,0,70,90,0,1,3600.0
wt_15mM_salt,0,70,90,0,1,5400.0
wt_15mM_salt,0,70,90,0,1,7200.0
wt_15mM_salt,0,70,91,0,0,1800.0
wt_15mM_salt,0,70,91,0,0,3600.0
wt_15mM_salt,0,70,91,1,0,5400.0
wt_15mM_salt,0,70,91,1,0,7200.0
wt_15mM_salt,0,70,92,0,0,1800.0
wt_15mM_salt,0,70,92,0,1,3600.0
wt_15mM_salt,0,70,92,0,1,5400.0
wt_15mM_salt,0,70,92,0,1,7200.0
wt_15mM_salt,0,70,93,0,0,1800.0
wt_15mM_salt,0,70,93,0,1,3600.0
wt_15mM_salt,0,70,93,0,1,5400.0
wt_15mM_salt,0,70,93,0,1,7200.0
wt_15mM_salt,0,70,94,1,0,1800.0
wt_15mM_salt,0,70,94,1,1,3600.0
wt_15mM_salt,0,70,94,1,1,5400.0
wt_15mM_salt,0,70,94,1,1,7200.0
wt_15mM_salt,0,70,95,0,1,1800.0
wt_15mM_salt,0,70,95,0,1,3600.0
wt_15mM_salt,0,70,95,0,1,5400.0
wt_15mM_salt,0,70,95,0,1,7200.0
wt_15mM_salt,0,70,96,0,1,1800.0
wt_15mM_salt,0,70,96,0,1,3600.0
wt_15mM_salt,0,70,96,0,1,5400.0
wt_15mM_salt,0,70,96,0,1,7200.0
wt_15mM_salt,0,70,97,0,0,1800.0
wt_15mM_salt,0,70,97,0,0,3600.0
wt_15mM_salt,0,70,97,0,1,5400.0
wt_15mM_salt,0,70,97,0,1,7200.0
wt_15mM_salt,0,70,98,1,0,1800.0
wt_15mM_salt,0,70,98,1,0,3600.0
wt_15mM_salt,0,70,98,0,1,5400.0
wt_15mM_salt,0,70,98,0,1,7200.0
wt_15mM_salt,0,70,99,1,0,1800.0
wt_15mM_salt,0,70,99,1,1,3600.0
wt_15mM_salt,0,70,99,0,2,5400.0
wt_15mM_salt,0,70,99,0,2,7200.0
wt_15mM_salt,0,70,100,0,0,1800.0
wt_15mM_salt,0,70,100,1,0,3600.0
wt_15mM_salt,0,70,100,0,1,5400.0
wt_15mM_salt,0,70,100,0,1,7200.0
wt_15mM_salt,1,70,1,1,0,1800.0
wt_15mM_salt,1,70,1,1,0,3600.0
wt_15mM_salt,1,70,1,1,0,5400.0
wt_15mM_salt,1,70,1,2,0,7200.0
wt_15mM_salt,1,70,2,1,0,1800.0
wt_15mM_salt,1,70,2,1,0,3600.0
wt_15mM_salt,1,70,2,1,0,5400.0
wt_15mM_salt,1,70,2,1,0,7200.0
wt_15mM_salt,1,70,3,0,0,1800.0
wt_15mM_salt,1,70,3,0,1,3600.0
wt_15mM_salt,1,70,3,0,1,5400.0
wt_15mM_salt,1,70,3,0,1,7200.0
wt_15mM_salt,1,70,4,1,0,1800.0
wt_15mM_salt,1,70,4,1,1,3600.0
wt_15mM_salt,1,70,4,1,1,5400.0
wt_15mM_salt,1,70,4,1,1,7200.0
wt_15mM_salt,1,70,5,0,0,1800.0
wt_15mM_salt,1,70,5,0,0,3600.0
wt_15mM_salt,1,70,5,1,0,5400.0
wt_15mM_salt,1,70,5,0,1,7200.0
wt_15mM_salt,1,70,6,0,0,1800.0
wt_15mM_salt,1,70,6,0,0,3600.0
wt_15mM_salt,1,70,6,0,0,5400.0
wt_15mM_salt,1,70,6,0,1,7200.0
wt_15mM_salt,1,70,7,0,0,1800.0
wt_15mM_salt,1,70,7,0,0,3600.0
wt_15mM_salt,1,70,7,1,0,5400.0
wt_15mM_salt,1,70,7,0,1,7200.0
wt_15mM_salt,1,70,8,0,1,1800.0
wt_15mM_salt,1,70,8,0,1,3600.0
wt_15mM_salt,1,70,8,1,1,5400.0
wt_15mM_salt,1,70,8,0,2,7200.0
wt_15mM_salt,1,70,9,1,0,1800.0
wt_15mM_salt,1,70,9,0,1,3600.0
wt_15mM_salt,1,70,9,0,1,5400.0
wt_15mM_salt,1,70,9,0,1,7200.0
wt_15mM_salt,1,70,10,1,0,1800.0
wt_15mM_salt,1,70,10,0,1,3600.0
wt_15mM_salt,1,70,10,0,1,5400.0
wt_15mM_salt,1,70,10,0,1,7200.0
wt_15mM_salt,1,70,11,1,1,1800.0
wt_15mM_salt,1,70,11,0,2,3600.0
wt_15mM_salt,1,70,11,0,2,5400.0
wt_15mM_salt,1,70,11,0,2,7200.0
wt_15mM_salt,1,70,12,1,0,1800.0
wt_15mM_salt,1,70,12,0,1,3600.0
wt_15mM_salt,1,70,12,0,1,5400.0
wt_15mM_salt,1,70,12,0,1,7200.0
wt_15mM_salt,1,70,13,0,0,1800.0
wt_15mM_salt,1,70,13,1,0,3600.0
wt_15mM_salt,1,70,13,1,0,5400.0
wt_15mM_salt,1,70,13,1,0,7200.0
wt_15mM_salt,1,70,14,1,0,1800.0
wt_15mM_salt,1,70,14,0,2,3600.0
wt_15mM_salt,1,70,14,0,2,5400.0
wt_15mM_salt,1,70,14,0,2,7200.0
wt_15mM_salt,1,70,15,0,0,1800.0
wt_15mM_salt,1,70,15,0,0,3600.0
wt_15mM_salt,1,70,15,0,0,5400.0
wt_15mM_salt,1,70,15,1,0,7200.0
wt_15mM_salt,1,70,16,0,0,1800.0
wt_15mM_salt,1,70,16,0,0,3600.0
wt_15mM_salt,1,70,16,0,0,5400.0
wt_15mM_salt,1,70,16,0,0,7200.0
wt_15mM_salt,1,70,17,0,1,1800.0
wt_15mM_salt,1,70,17,1,1,3600.0
wt_15mM_salt,1,70,17,1,1,5400.0
wt_15mM_salt,1,70,17,1,1,7200.0
wt_15mM_salt,1,70,18,0,1,1800.0
wt_15mM_salt,1,70,18,0,1,3600.0
wt_15mM_salt,1,70,18,0,1,5400.0
wt_15mM_salt,1,70,18,0,1,7200.0
wt_15mM_salt,1,70,19,1,0,1800.0
wt_15mM_salt,1,70,19,1,1,3600.0
wt_15mM_salt,1,70,19,1,1,5400.0
wt_15mM_salt,1,70,19,1,1,7200.0
wt_15mM_salt,1,70,20,0,0,1800.0
wt_15mM_salt,1,70,20,1,0,3600.0
wt_15mM_salt,1,70,20,1,1,5400.0
wt_15mM_salt,1,70,20,1,1,7200.0
wt_15mM_salt,1,70,21,0,1,1800.0
wt_15mM_salt,1,70,21,1,1,3600.0
wt_15mM_salt,1,70,21,1,1,5400.0
wt_15mM_salt,1,70,21,1,1,7200.0
wt_15mM_salt,1,70,22,2,0,1800.0
wt_15mM_salt,1,70,22,2,0,3600.0
wt_15mM_salt,1,70,22,2,0,5400.0
wt_15mM_salt,1,70,22,2,0,7200.0
wt_15mM_salt,1,70,23,0,0,1800.0
wt_15mM_salt,1,70,23,0,1,3600.0
wt_15mM_salt,1,70,23,0,1,5400.0
wt_15mM_salt,1,70,23,1,1,7200.0
wt_15mM_salt,1,70,24,0,1,1800.0
wt_15mM_salt,1,70,24,0,1,3600.0
wt_15mM_salt,1,70,24,0,1,5400.0
wt_15mM_salt,1,70,24,0,1,7200.0
wt_15mM_salt,1,70,25,0,0,1800.0
wt_15mM_salt,1,70,25,0,1,3600.0
wt_15mM_salt,1,70,25,0,1,5400.0
wt_15mM_salt,1,70,25,0,1,7200.0
wt_15mM_salt,1,70,26,0,0,1800.0
wt_15mM_salt,1,70,26,0,0,3600.0
wt_15mM_salt,1,70,26,1,0,5400.0
wt_15mM_salt,1,70,26,0,1,7200.0
wt_15mM_salt,1,70,27,0,0,1800.0
wt_15mM_salt,1,70,27,0,1,3600.0
wt_15mM_salt,1,70,27,0,1,5400.0
wt_15mM_salt,1,70,27,0,1,7200.0
wt_15mM_salt,1,70,28,1,0,1800.0
wt_15mM_salt,1,70,28,0,1,3600.0
wt_15mM_salt,1,70,28,0,1,5400.0
wt_15mM_salt,1,70,28,1,1,7200.0
wt_15mM_salt,1,70,29,0,0,1800.0
wt_15mM_salt,1,70,29,1,0,3600.0
wt_15mM_salt,1,70,29,0,1,5400.0
wt_15mM_salt,1,70,29,0,1,7200.0
wt_15mM_salt,1,70,30,0,0,1800.0
wt_15mM_salt,1,70,30,1,0,3600.0
wt_15mM_salt,1,70,30,1,0,5400.0
wt_15mM_salt,1,70,30,1,1,7200.0
wt_15mM_salt,1,70,31,0,0,1800.0
wt_15mM_salt,1,70,31,0,0,3600.0
wt_15mM_salt,1,70,31,0,0,5400.0
wt_15mM_salt,1,70,31,0,0,7200.0
wt_15mM_salt,1,70,32,0,0,1800.0
wt_15mM_salt,1,70,32,0,0,3600.0
wt_15mM_salt,1,70,32,1,0,5400.0
wt_15mM_salt,1,70,32,1,1,7200.0
wt_15mM_salt,1,70,33,0,0,1800.0
wt_15mM_salt,1,70,33,1,0,3600.0
wt_15mM_salt,1,70,33,1,1,5400.0
wt_15mM_salt,1,70,33,1,1,7200.0
wt_15mM_salt,1,70,34,0,0,1800.0
wt_15mM_salt,1,70,34,0,0,3600.0
wt_15mM_salt,1,70,34,0,1,5400.0
wt_15mM_salt,1,70,34,0,1,7200.0
wt_15mM_salt,1,70,35,1,0,1800.0
wt_15mM_salt,1,70,35,0,1,3600.0
wt_15mM_salt,1,70,35,0,1,5400.0
wt_15mM_salt,1,70,35,0,1,7200.0
wt_15mM_salt,1,70,36,1,0,1800.0
wt_15mM_salt,1,70,36,0,1,3600.0
wt_15mM_salt,1,70,36,0,1,5400.0
wt_15mM_salt,1,70,36,0,1,7200.0
wt_15mM_salt,1,70,37,0,0,1800.0
wt_15mM_salt,1,70,37,1,1,3600.0
wt_15mM_salt,1,70,37,1,1,5400.0
wt_15mM_salt,1,70,37,1,1,7200.0
wt_15mM_salt,1,70,38,0,1,1800.0
wt_15mM_salt,1,70,38,0,1,3600.0
wt_15mM_salt,1,70,38,0,1,5400.0
wt_15mM_salt,1,70,38,0,1,7200.0
wt_15mM_salt,1,70,39,0,0,1800.0
wt_15mM_salt,1,70,39,0,0,3600.0
wt_15mM_salt,1,70,39,0,0,5400.0
wt_15mM_salt,1,70,39,0,0,7200.0
wt_15mM_salt,1,70,40,2,0,1800.0
wt_15mM_salt,1,70,40,1,1,3600.0
wt_15mM_salt,1,70,40,1,1,5400.0
wt_15mM_salt,1,70,40,1,1,7200.0
wt_15mM_salt,1,70,41,0,0,1800.0
wt_15mM_salt,1,70,41,1,0,3600.0
wt_15mM_salt,1,70,41,1,0,5400.0
wt_15mM_salt,1,70,41,1,0,7200.0
wt_15mM_salt,1,70,42,0,1,1800.0
wt_15mM_salt,1,70,42,0,1,3600.0
wt_15mM_salt,1,70,42,0,1,5400.0
wt_15mM_salt,1,70,42,0,1,7200.0
wt_15mM_salt,1,70,43,0,1,1800.0
wt_15mM_salt,1,70,43,0,1,3600.0
wt_15mM_salt,1,70,43,1,0,5400.0
wt_15mM_salt,1,70,43,0,1,7200.0
wt_15mM_salt,1,70,44,0,0,1800.0
wt_15mM_salt,1,70,44,1,0,3600.0
wt_15mM_salt,1,70,44,0,1,5400.0
wt_15mM_salt,1,70,44,0,1,7200.0
wt_15mM_salt,1,70,45,0,1,1800.0
wt_15mM_salt,1,70,45,0,1,3600.0
wt_15mM_salt,1,70,45,0,1,5400.0
wt_15mM_salt,1,70,45,0,1,7200.0
wt_15mM_salt,1,70,46,0,0,1800.0
wt_15mM_salt,1,70,46,1,0,3600.0
wt_15mM_salt,1,70,46,0,1,5400.0
wt_15mM_salt,1,70,46,1,1,7200.0
wt_15mM_salt,1,70,47,0,1,1800.0
wt_15mM_salt,1,70,47,0,1,3600.0
wt_15mM_salt,1,70,47,0,1,5400.0
wt_15mM_salt,1,70,47,0,1,7200.0
wt_15mM_salt,1,70,48,1,0,1800.0
wt_15mM_salt,1,70,48,1,0,3600.0
wt_15mM_salt,1,70,48,0,1,5400.0
wt_15mM_salt,1,70,48,0,1,7200.0
wt_15mM_salt,1,70,49,0,0,1800.0
wt_15mM_salt,1,70,49,0,1,3600.0
wt_15mM_salt,1,70,49,0,1,5400.0
wt_15mM_salt,1,70,49,0,1,7200.0
wt_15mM_salt,1,70,50,1,0,1800.0
wt_15mM_salt,1,70,50,1,0,3600.0
wt_15mM_salt,1,70,50,1,0,5400.0
wt_15mM_salt,1,70,50,1,0,7200.0
wt_15mM_salt,1,70,51,0,0,1800.0
wt_15mM_salt,1,70,51,1,1,3600.0
wt_15mM_salt,1,70,51,0,2,5400.0
wt_15mM_salt,1,70,51,0,2,7200.0
wt_15mM_salt,1,70,52,1,0,1800.0
wt_15mM_salt,1,70,52,0,1,3600.0
wt_15mM_salt,1,70,52,0,1,5400.0
wt_15mM_salt,1,70,52,0,1,7200.0
wt_15mM_salt,1,70,53,1,0,1800.0
wt_15mM_salt,1,70,53,1,0,3600.0
wt_15mM_salt,1,70,53,1,0,5400.0
wt_15mM_salt,1,70,53,1,0,7200.0
wt_15mM_salt,1,70,54,1,0,1800.0
wt_15mM_salt,1,70,54,2,0,3600.0
wt_15mM_salt,1,70,54,1,1,5400.0
wt_15mM_salt,1,70,54,1,1,7200.0
wt_15mM_salt,1,70,55,1,0,1800.0
wt_15mM_salt,1,70,55,0,1,3600.0
wt_15mM_salt,1,70,55,1,1,5400.0
wt_15mM_salt,1,70,55,1,1,7200.0
wt_15mM_salt,1,70,56,0,0,1800.0
wt_15mM_salt,1,70,56,0,0,3600.0
wt_15mM_salt,1,70,56,0,1,5400.0
wt_15mM_salt,1,70,56,0,1,7200.0
wt_15mM_salt,1,70,57,0,0,1800.0
wt_15mM_salt,1,70,57,0,1,3600.0
wt_15mM_salt,1,70,57,0,1,5400.0
wt_15mM_salt,1,70,57,0,1,7200.0
wt_15mM_salt,1,70,58,1,0,1800.0
wt_15mM_salt,1,70,58,1,0,3600.0
wt_15mM_salt,1,70,58,0,1,5400.0
wt_15mM_salt,1,70,58,0,1,7200.0
wt_15mM_salt,1,70,59,1,0,1800.0
wt_15mM_salt,1,70,59,1,0,3600.0
wt_15mM_salt,1,70,59,1,0,5400.0
wt_15mM_salt,1,70,59,1,0,7200.0
wt_15mM_salt,1,70,60,0,0,1800.0
wt_15mM_salt,1,70,60,0,0,3600.0
wt_15mM_salt,1,70,60,0,0,5400.0
wt_15mM_salt,1,70,60,0,0,7200.0
wt_15mM_salt,1,70,61,1,0,1800.0
wt_15mM_salt,1,70,61,1,1,3600.0
wt_15mM_salt,1,70,61,1,1,5400.0
wt_15mM_salt,1,70,61,1,1,7200.0
wt_15mM_salt,1,70,62,1,0,1800.0
wt_15mM_salt,1,70,62,0,1,3600.0
wt_15mM_salt,1,70,62,0,1,5400.0
wt_15mM_salt,1,70,62,0,1,7200.0
wt_15mM_salt,1,70,63,0,1,1800.0
wt_15mM_salt,1,70,63,0,1,3600.0
wt_15mM_salt,1,70,63,0,1,5400.0
wt_15mM_salt,1,70,63,0,1,7200.0
wt_15mM_salt,1,70,64,0,1,1800.0
wt_15mM_salt,1,70,64,0,1,3600.0
wt_15mM_salt,1,70,64,0,1,5400.0
wt_15mM_salt,1,70,64,0,1,7200.0
wt_15mM_salt,1,70,65,0,0,1800.0
wt_15mM_salt,1,70,65,0,0,3600.0
wt_15mM_salt,1,70,65,0,0,5400.0
wt_15mM_salt,1,70,65,1,0,7200.0
wt_15mM_salt,1,70,66,0,0,1800.0
wt_15mM_salt,1,70,66,1,0,3600.0
wt_15mM_salt,1,70,66,0,1,5400.0
wt_15mM_salt,1,70,66,1,1,7200.0
wt_15mM_salt,1,70,67,0,1,1800.0
wt_15mM_salt,1,70,67,2,1,3600.0
wt_15mM_salt,1,70,67,2,1,5400.0
wt_15mM_salt,1,70,67,2,1,7200.0
wt_15mM_salt,1,70,68,0,1,1800.0
wt_15mM_salt,1,70,68,0,1,3600.0
wt_15mM_salt,1,70,68,1,1,5400.0
wt_15mM_salt,1,70,68,1,1,7200.0
wt_15mM_salt,1,70,69,0,0,1800.0
wt_15mM_salt,1,70,69,0,0,3600.0
wt_15mM_salt,1,70,69,1,0,5400.0
wt_15mM_salt,1,70,69,0,1,7200.0
wt_15mM_salt,1,70,70,0,1,1800.0
wt_15mM_salt,1,70,70,0,1,3600.0
wt_15mM_salt,1,70,70,0,1,5400.0
wt_15mM_salt,1,70,70,0,1,7200.0
wt_15mM_salt,1,70,71,1,0,1800.0
wt_15mM_salt,1,70,71,0,1,3600.0
wt_15mM_salt,1,70,71,0,1,5400.0
wt_15mM_salt,1,70,71,0,1,7200.0
wt_15mM_salt,1,70,72,0,0,1800.0
wt_15mM_salt,1,70,72,0,1,3600.0
wt_15mM_salt,1,70,72,0,1,5400.0
wt_15mM_salt,1,70,72,0,1,7200.0
wt_15mM_salt,1,70,73,1,0,1800.0
wt_15mM_salt,1,70,73,2,0,3600.0
wt_15mM_salt,1,70,73,2,0,5400.0
wt_15mM_salt,1,70,73,2,0,7200.0
wt_15mM_salt,1,70,74,0,0,1800.0
wt_15mM_salt,1,70,74,0,1,3600.0
wt_15mM_salt,1,70,74,1,1,5400.0
wt_15mM_salt,1,70,74,1,1,7200.0
wt_15mM_salt,1,70,75,0,1,1800.0
wt_15mM_salt,1,70,75,0,1,3600.0
wt_15mM_salt,1,70,75,0,1,5400.0
wt_15mM_salt,1,70,75,0,1,7200.0
wt_15mM_salt,1,70,76,0,0,1800.0
wt_15mM_salt,1,70,76,0,1,3600.0
wt_15mM_salt,1,70,76,0,1,5400.0
wt_15mM_salt,1,70,76,0,1,7200.0
wt_15mM_salt,1,70,77,0,0,1800.0
wt_15mM_salt,1,70,77,1,0,3600.0
wt_15mM_salt,1,70,77,1,0,5400.0
wt_15mM_salt,1,70,77,2,0,7200.0
wt_15mM_salt,1,70,78,0,0,1800.0
wt_15mM_salt,1,70,78,1,0,3600.0
wt_15mM_salt,1,70,78,1,0,5400.0
wt_15mM_salt,1,70,78,2,0,7200.0
wt_15mM_salt,1,70,79,1,0,1800.0
wt_15mM_salt,1,70,79,1,1,3600.0
wt_15mM_salt,1,70,79,1,1,5400.0
wt_15mM_salt,1,70,79,1,1,7200.0
wt_15mM_salt,1,70,80,0,0,1800.0
wt_15mM_salt,1,70,80,0,0,3600.0
wt_15mM_salt,1,70,80,0,1,5400.0
wt_15mM_salt,1,70,80,0,1,7200.0
wt_15mM_salt,1,70,81,0,0,1800.0
wt_15mM_salt,1,70,81,1,0,3600.0
wt_15mM_salt,1,70,81,2,0,5400.0
wt_15mM_salt,1,70,81,3,0,7200.0
wt_15mM_salt,1,70,82,0,1,1800.0
wt_15mM_salt,1,70,82,0,1,3600.0
wt_15mM_salt,1,70,82,1,1,5400.0
wt_15mM_salt,1,70,82,1,1,7200.0
wt_15mM_salt,1,70,83,0,0,1800.0
wt_15mM_salt,1,70,83,0,1,3600.0
wt_15mM_salt,1,70,83,0,1,5400.0
wt_15mM_salt,1,70,83,0,1,7200.0
wt_15mM_salt,1,70,84,0,0,1800.0
wt_15mM_salt,1,70,84,0,1,3600.0
wt_15mM_salt,1,70,84,0,1,5400.0
wt_15mM_salt,1,70,84,0,1,7200.0
wt_15mM_salt,1,70,85,1,1,1800.0
wt_15mM_salt,1,70,85,1,1,3600.0
wt_15mM_salt,1,70,85,1,1,5400.0
wt_15mM_salt,1,70,85,1,1,7200.0
wt_15mM_salt,1,70,86,0,0,1800.0
wt_15mM_salt,1,70,86,0,0,3600.0
wt_15mM_salt,1,70,86,0,0,5400.0
wt_15mM_salt,1,70,86,1,0,7200.0
wt_15mM_salt,1,70,87,2,0,1800.0
wt_15mM_salt,1,70,87,2,0,3600.0
wt_15mM_salt,1,70,87,3,0,5400.0
wt_15mM_salt,1,70,87,3,0,7200.0
wt_15mM_salt,1,70,88,2,0,1800.0
wt_15mM_salt,1,70,88,1,1,3600.0
wt_15mM_salt,1,70,88,1,1,5400.0
wt_15mM_salt,1,70,88,1,1,7200.0
wt_15mM_salt,1,70,89,0,1,1800.0
wt_15mM_salt,1,70,89,0,1,3600.0
wt_15mM_salt,1,70,89,0,1,5400.0
wt_15mM_salt,1,70,89,0,1,7200.0
wt_15mM_salt,1,70,90,0,1,1800.0
wt_15mM_salt,1,70,90,0,1,3600.0
wt_15mM_salt,1,70,90,0,1,5400.0
wt_15mM_salt,1,70,90,0,1,7200.0
wt_15mM_salt,1,70,91,0,1,1800.0
wt_15mM_salt,1,70,91,0,1,3600.0
wt_15mM_salt,1,70,91,0,1,5400.0
wt_15mM_salt,1,70,91,0,1,7200.0
wt_15mM_salt,1,70,92,0,1,1800.0
wt_15mM_salt,1,70,92,0,1,3600.0
wt_15mM_salt,1,70,92,1,1,5400.0
wt_15mM_salt,1,70,92,1,1,7200.0
wt_15mM_salt,1,70,93,0,0,1800.0
wt_15mM_salt,1,70,93,0,1,3600.0
wt_15mM_salt,1,70,93,0,1,5400.0
wt_15mM_salt,1,70,93,0,1,7200.0
wt_15mM_salt,1,70,94,0,1,1800.0
wt_15mM_salt,1,70,94,0,1,3600.0
wt_15mM_salt,1,70,94,0,1,5400.0
wt_15mM_salt,1,70,94,0,1,7200.0
wt_15mM_salt,1,70,95,0,1,1800.0
wt_15mM_salt,1,70,95,1,1,3600.0
wt_15mM_salt,1,70,95,1,1,5400.0
wt_15mM_salt,1,70,95,1,1,7200.0
wt_15mM_salt,1,70,96,0,1,1800.0
wt_15mM_salt,1,70,96,0,1,3600.0
wt_15mM_salt,1,70,96,1,0,5400.0
wt_15mM_salt,1,70,96,1,0,7200.0
wt_15mM_salt,1,70,97,2,0,1800.0
wt_15mM_salt,1,70,97,2,0,3600.0
wt_15mM_salt,1,70,97,2,0,5400.0
wt_15mM_salt,1,70,97,2,0,7200.0
wt_15mM_salt,1,70,98,1,0,1800.0
wt_15mM_salt,1,70,98,0,1,3600.0
wt_15mM_salt,1,70,98,0,1,5400.0
wt_15mM_salt,1,70,98,1,1,7200.0
wt_15mM_salt,1,70,99,0,0,1800.0
wt_15mM_salt,1,70,99,0,1,3600.0
wt_15mM_salt,1,70,99,1,1,5400.0
wt_15mM_salt,1,70,99,1,1,7200.0
wt_15mM_salt,1,70,100,0,0,1800.0
wt_15mM_salt,1,70,100,0,0,3600.0
wt_15mM_salt,1,70,100,0,0,5400.0
wt_15mM_salt,1,70,100,0,0,7200.0
wt_15mM_salt,4,70,1,0,0,1800.0
wt_15mM_salt,4,70,1,0,0,3600.0
wt_15mM_salt,4,70,1,0,0,5400.0
wt_15mM_salt,4,70,1,1,0,7200.0
wt_15mM_salt,4,70,2,0,0,1800.0
wt_15mM_salt,4,70,2,0,1,3600.0
wt_15mM_salt,4,70,2,1,1,5400.0
wt_15mM_salt,4,70,2,0,2,7200.0
wt_15mM_salt,4,70,3,0,1,1800.0
wt_15mM_salt,4,70,3,0,1,3600.0
wt_15mM_salt,4,70,3,0,1,5400.0
wt_15mM_salt,4,70,3,0,1,7200.0
wt_15mM_salt,4,70,4,0,0,1800.0
wt_15mM_salt,4,70,4,0,1,3600.0
wt_15mM_salt,4,70,4,0,1,5400.0
wt_15mM_salt,4,70,4,0,1,7200.0
wt_15mM_salt,4,70,5,0,0,1800.0
wt_15mM_salt,4,70,5,0,1,3600.0
wt_15mM_salt,4,70,5,0,1,5400.0
wt_15mM_salt,4,70,5,0,1,7200.0
wt_15mM_salt,4,70,6,0,0,1800.0
wt_15mM_salt,4,70,6,0,0,3600.0
wt_15mM_salt,4,70,6,0,0,5400.0
wt_15mM_salt,4,70,6,0,0,7200.0
wt_15mM_salt,4,70,7,1,0,1800.0
wt_15mM_salt,4,70,7,1,0,3600.0
wt_15mM_salt,4,70,7,1,0,5400.0
wt_15mM_salt,4,70,7,1,1,7200.0
wt_15mM_salt,4,70,8,0,1,1800.0
wt_15mM_salt,4,70,8,0,1,3600.0
wt_15mM_salt,4,70,8,1,0,5400.0
wt_15mM_salt,4,70,8,0,1,7200.0
wt_15mM_salt,4,70,9,0,1,1800.0
wt_15mM_salt,4,70,9,1,1,3600.0
wt_15mM_salt,4,70,9,1,1,5400.0
wt_15mM_salt,4,70,9,1,1,7200.0
wt_15mM_salt,4,70,10,0,0,1800.0
wt_15mM_salt,4,70,10,1,1,3600.0
wt_15mM_salt,4,70,10,1,1,5400.0
wt_15mM_salt,4,70,10,1,1,7200.0
wt_15mM_salt,4,70,11,0,0,1800.0
wt_15mM_salt,4,70,11,1,0,3600.0
wt_15mM_salt,4,70,11,1,1,5400.0
wt_15mM_salt,4,70,11,1,1,7200.0
wt_15mM_salt,4,70,12,1,0,1800.0
wt_15mM_salt,4,70,12,0,2,3600.0
wt_15mM_salt,4,70,12,0,2,5400.0
wt_15mM_salt,4,70,12,0,2,7200.0
wt_15mM_salt,4,70,13,0,0,1800.0
wt_15mM_salt,4,70,13,0,0,3600.0
wt_15mM_salt,4,70,13,1,1,5400.0
wt_15mM_salt,4,70,13,0,2,7200.0
wt_15mM_salt,4,70,14,0,0,1800.0
wt_15mM_salt,4,70,14,0,1,3600.0
wt_15mM_salt,4,70,14,0,1,5400.0
wt_15mM_salt,4,70,14,1,1,7200.0
wt_15mM_salt,4,70,15,0,0,1800.0
wt_15mM_salt,4,70,15,0,1,3600.0
wt_15mM_salt,4,70,15,1,1,5400.0
wt_15mM_salt,4,70,15,1,1,7200.0
wt_15mM_salt,4,70,16,0,1,1800.0
wt_15mM_salt,4,70,16,1,1,3600.0
wt_15mM_salt,4,70,16,1,1,5400.0
wt_15mM_salt,4,70,16,1,1,7200.0
wt_15mM_salt,4,70,17,0,0,1800.0
wt_15mM_salt,4,70,17,0,2,3600.0
wt_15mM_salt,4,70,17,0,2,5400.0
wt_15mM_salt,4,70,17,0,2,7200.0
wt_15mM_salt,4,70,18,1,0,1800.0
wt_15mM_salt,4,70,18,0,1,3600.0
wt_15mM_salt,4,70,18,1,1,5400.0
wt_15mM_salt,4,70,18,1,1,7200.0
wt_15mM_salt,4,70,19,1,0,1800.0
wt_15mM_salt,4,70,19,3,0,3600.0
wt_15mM_salt,4,70,19,3,0,5400.0
wt_15mM_salt,4,70,19,3,0,7200.0
wt_15mM_salt,4,70,20,1,0,1800.0
wt_15mM_salt,4,70,20,0,1,3600.0
wt_15mM_salt,4,70,20,1,1,5400.0
wt_15mM_salt,4,70,20,1,1,7200.0
wt_15mM_salt,4,70,21,0,0,1800.0
wt_15mM_salt,4,70,21,1,0,3600.0
wt_15mM_salt,4,70,21,2,0,5400.0
wt_15mM_salt,4,70,21,1,1,7200.0
wt_15mM_salt,4,70,22,0,0,1800.0
wt_15mM_salt,4,70,22,2,0,3600.0
wt_15mM_salt,4,70,22,3,0,5400.0
wt_15mM_salt,4,70,22,3,0,7200.0
wt_15mM_salt,4,70,23,0,0,1800.0
wt_15mM_salt,4,70,23,1,1,3600.0
wt_15mM_salt,4,70,23,1,1,5400.0
wt_15mM_salt,4,70,23,1,1,7200.0
wt_15mM_salt,4,70,24,0,0,1800.0
wt_15mM_salt,4,70,24,1,0,3600.0
wt_15mM_salt,4,70,24,0,2,5400.0
wt_15mM_salt,4,70,24,0,2,7200.0
wt_15mM_salt,4,70,25,0,1,1800.0
wt_15mM_salt,4,70,25,0,1,3600.0
wt_15mM_salt,4,70,25,0,1,5400.0
wt_15mM_salt,4,70,25,0,1,7200.0
wt_15mM_salt,4,70,26,1,0,1800.0
wt_15mM_salt,4,70,26,0,1,3600.0
wt_15mM_salt,4,70,26,1,1,5400.0
wt_15mM_salt,4,70,26,1,1,7200.0
wt_15mM_salt,4,70,27,0,0,1800.0
wt_15mM_salt,4,70,27,0,0,3600.0
wt_15mM_salt,4,70,27,1,0,5400.0
wt_15mM_salt,4,70,27,1,1,7200.0
wt_15mM_salt,4,70,28,0,1,1800.0
wt_15mM_salt,4,70,28,1,1,3600.0
wt_15mM_salt,4,70,28,1,1,5400.0
wt_15mM_salt,4,70,28,1,1,7200.0
wt_15mM_salt,4,70,29,0,0,1800.0
wt_15mM_salt,4,70,29,0,0,3600.0
wt_15mM_salt,4,70,29,0,2,5400.0
